일자,모델코드,입고,출고,재고
2023-09-13,R_M001,10252,11248,23684
2023-09-14,R_M001,11361,12691,22354
2023-09-15,R_M001,12629,12287,22696
2023-09-16,R_M001,11757,12064,22389
2023-09-17,R_M001,11466,14032,19823
2023-09-18,R_M001,13129,11041,21911
2023-09-19,R_M001,13585,13502,21994
2023-09-20,R_M001,13028,11630,23392
2023-09-21,R_M001,13830,10641,26581
2023-09-22,R_M001,11795,13653,24723
2023-09-23,R_M001,12926,13324,24325
2023-09-24,R_M001,13198,13360,24163
2023-09-25,R_M001,12654,11402,25415
2023-09-26,R_M001,11919,13991,23343
2023-09-27,R_M001,11577,12219,22701
2023-09-28,R_M001,12653,12442,22912
2023-09-29,R_M001,12010,10923,23999
2023-09-30,R_M001,12817,11279,25537
2023-10-01,R_M001,12352,11248,26641
2023-10-02,R_M001,9937,12536,24042
2023-10-03,R_M001,9514,10061,23495
2023-10-04,R_M001,12345,13181,22659
2023-10-05,R_M001,11512,10703,23468
2023-10-06,R_M001,10522,9970,24020
2023-10-07,R_M001,10175,8593,25602
2023-10-08,R_M001,10402,9484,26520
2023-10-09,R_M001,14439,11049,29910
2023-10-10,R_M001,11198,12679,28429
2023-10-11,R_M001,12952,10483,30898
2023-10-12,R_M001,13019,11731,32186
2023-10-13,R_M001,12027,11407,32806
2023-10-14,R_M001,11125,10993,32938
2023-10-15,R_M001,11992,14390,30540
2023-10-16,R_M001,10825,11630,29735
2023-10-17,R_M001,12632,11511,30856
2023-10-18,R_M001,10343,12565,28634
2023-10-19,R_M001,11709,11128,29215
2023-10-20,R_M001,11370,9849,30736
2023-10-21,R_M001,11336,10399,31673
2023-10-22,R_M001,12794,11556,32911
2023-10-23,R_M001,10224,10070,33065
2023-10-24,R_M001,11601,11111,33555
2023-10-25,R_M001,10206,12758,31003
2023-10-26,R_M001,11174,10810,31367
2023-10-27,R_M001,12206,12204,31369
2023-10-28,R_M001,11182,11592,30959
2023-10-29,R_M001,11061,12044,29976
2023-10-30,R_M001,11356,9768,31564
2023-10-31,R_M001,11790,11974,31380
2023-11-01,R_M001,20469,20668,31181
2023-11-02,R_M001,19556,17158,33579
2023-11-03,R_M001,25389,18570,40398
2023-11-04,R_M001,23591,19695,44294
2023-11-05,R_M001,20307,25780,38821
2023-11-06,R_M001,20263,25478,33606
2023-11-07,R_M001,19658,24469,28795
2023-11-08,R_M001,23680,19468,33007
2023-11-09,R_M001,19179,20399,31787
2023-11-10,R_M001,24116,18808,37095
2023-11-11,R_M001,21856,18399,40552
2023-11-12,R_M001,20506,20871,40187
2023-11-13,R_M001,18759,21247,37699
2023-11-14,R_M001,20960,20903,37756
2023-11-15,R_M001,19287,21365,35678
2023-11-16,R_M001,25765,25075,36368
2023-11-17,R_M001,21735,21356,36747
2023-11-18,R_M001,20480,24681,32546
2023-11-19,R_M001,19510,23264,28792
2023-11-20,R_M001,22635,23429,27998
2023-11-21,R_M001,24116,23024,29090
2023-11-22,R_M001,17327,20555,25862
2023-11-23,R_M001,26014,23137,28739
2023-11-24,R_M001,20485,18663,30561
2023-11-25,R_M001,21633,24651,27543
2023-11-26,R_M001,18141,21055,24629
2023-11-27,R_M001,21209,19620,26218
2023-11-28,R_M001,20054,21101,25171
2023-11-29,R_M001,22024,23766,23429
2023-11-30,R_M001,27870,22531,28768
2023-12-01,R_M001,17170,23095,22843
2023-12-02,R_M001,17269,20998,19114
2023-12-03,R_M001,21546,19760,20900
2023-12-04,R_M001,16542,22590,14852
2023-12-05,R_M001,20050,23208,11694
2023-12-06,R_M001,18950,23673,6971
2023-12-07,R_M001,21066,21173,6864
2023-12-08,R_M001,17462,20991,3335
2023-12-09,R_M001,17259,18621,1973
2023-12-10,R_M001,18934,14000,6907
2023-12-11,R_M001,17615,11000,26522
2023-12-12,R_M001,21300,11000,46822
2023-12-13,R_M001,17613,17485,37043
2023-12-14,R_M001,15467,11000,24895
2023-12-15,R_M001,23837,17098,21334
2023-12-16,R_M001,23173,19944,24563
2023-12-17,R_M001,21502,20828,25237
2023-12-18,R_M001,21445,35263,11419
2023-12-19,R_M001,20596,21212,10803
2023-12-20,R_M001,18366,17980,11189
2023-12-21,R_M001,20068,23764,7493
2023-12-22,R_M001,19432,17625,9300
2023-12-23,R_M001,22581,19423,12458
2023-12-24,R_M001,21532,18648,15342
2023-12-25,R_M001,22310,21750,15902
2023-12-26,R_M001,23609,21400,18111
2023-12-27,R_M001,20854,22835,16130
2023-12-28,R_M001,22872,19694,19308
2023-12-29,R_M001,16501,20410,15399
2023-12-30,R_M001,19693,17894,17198
2023-12-31,R_M001,20965,20339,17824
2023-01-01,R_M002,11834,13208,52466
2023-01-02,R_M002,12488,10442,54512
2023-01-03,R_M002,12357,11316,55553
2023-01-04,R_M002,10557,11630,54480
2023-01-05,R_M002,13434,14047,53867
2023-01-06,R_M002,14269,10110,58026
2023-01-07,R_M002,12848,10000,60874
2023-01-08,R_M002,10719,11211,60382
2023-01-09,R_M002,12799,11901,61280
2023-01-10,R_M002,11619,10794,62105
2023-01-11,R_M002,11607,13675,60037
2023-01-12,R_M002,12331,12513,59855
2023-01-13,R_M002,11094,11831,59118
2023-01-14,R_M002,10264,11251,58131
2023-01-15,R_M002,13878,10923,61086
2023-01-16,R_M002,12431,14850,58667
2023-01-17,R_M002,10778,13707,55738
2023-01-18,R_M002,10073,13847,51964
2023-01-19,R_M002,11692,10597,53059
2023-01-20,R_M002,12940,12775,53224
2023-01-21,R_M002,11970,11976,53218
2023-01-22,R_M002,11677,9863,55032
2023-01-23,R_M002,11901,8577,58356
2023-01-24,R_M002,11679,10789,59246
2023-01-25,R_M002,11034,11123,59157
2023-01-26,R_M002,12409,11054,60512
2023-01-27,R_M002,11840,10622,61730
2023-01-28,R_M002,10555,12272,60013
2023-01-29,R_M002,13573,10826,62760
2023-01-30,R_M002,9997,11319,61438
2023-01-31,R_M002,11918,11661,61695
2023-02-01,R_M002,8890,9903,60682
2023-02-02,R_M002,9980,10017,60645
2023-02-03,R_M002,9981,10729,59897
2023-02-04,R_M002,10218,9769,60346
2023-02-05,R_M002,9620,9763,60203
2023-02-06,R_M002,10268,9121,61350
2023-02-07,R_M002,11786,9516,63620
2023-02-08,R_M002,7818,10662,60776
2023-02-09,R_M002,10009,9760,61025
2023-02-10,R_M002,9710,8830,61905
2023-02-11,R_M002,8933,9563,61275
2023-02-12,R_M002,8689,7392,62572
2023-02-13,R_M002,11440,11924,62088
2023-02-14,R_M002,9663,9249,62502
2023-02-15,R_M002,11093,10491,63104
2023-02-16,R_M002,10267,8515,64856
2023-02-17,R_M002,10074,9379,65551
2023-02-18,R_M002,10065,10834,64782
2023-02-19,R_M002,8336,9790,63328
2023-02-20,R_M002,11417,9645,65100
2023-02-21,R_M002,8966,10371,63695
2023-02-22,R_M002,8435,11901,60229
2023-02-23,R_M002,9335,9553,60011
2023-02-24,R_M002,9048,11829,57230
2023-02-25,R_M002,9953,10380,56803
2023-02-26,R_M002,11216,9309,58710
2023-02-27,R_M002,9316,10106,57920
2023-02-28,R_M002,9745,9719,57946
2023-03-01,R_M002,5904,7549,56301
2023-03-02,R_M002,6589,7365,55525
2023-03-03,R_M002,6336,7131,54730
2023-03-04,R_M002,6621,6511,54840
2023-03-05,R_M002,5864,6697,54007
2023-03-06,R_M002,7049,7263,53793
2023-03-07,R_M002,8034,6871,54956
2023-03-08,R_M002,7307,6714,55549
2023-03-09,R_M002,7723,5659,57613
2023-03-10,R_M002,6266,8112,55767
2023-03-11,R_M002,7957,7925,55799
2023-03-12,R_M002,5789,7601,53987
2023-03-13,R_M002,6653,6881,53759
2023-03-14,R_M002,6891,7644,53006
2023-03-15,R_M002,6873,6837,53042
2023-03-16,R_M002,5990,8264,50768
2023-03-17,R_M002,6826,6668,50926
2023-03-18,R_M002,6974,7609,50291
2023-03-19,R_M002,6642,7313,49620
2023-03-20,R_M002,7271,8179,48712
2023-03-21,R_M002,6822,6146,49388
2023-03-22,R_M002,7012,6913,49487
2023-03-23,R_M002,6994,5961,50520
2023-03-24,R_M002,7409,6382,51547
2023-03-25,R_M002,6374,6850,51071
2023-03-26,R_M002,7067,7015,51123
2023-03-27,R_M002,7662,7107,51678
2023-03-28,R_M002,6725,8100,50303
2023-03-29,R_M002,6882,7127,50058
2023-03-30,R_M002,6984,5267,51775
2023-03-31,R_M002,7566,6990,52351
2023-04-01,R_M002,6741,5752,53340
2023-04-02,R_M002,6200,6851,52689
2023-04-03,R_M002,5290,5269,52710
2023-04-04,R_M002,6302,6087,52925
2023-04-05,R_M002,6417,5454,53888
2023-04-06,R_M002,6293,4937,55244
2023-04-07,R_M002,6398,6989,54653
2023-04-08,R_M002,6517,6421,54749
2023-04-09,R_M002,6810,4873,56686
2023-04-10,R_M002,5724,5714,56696
2023-04-11,R_M002,6180,6458,56418
2023-04-12,R_M002,5761,6581,55598
2023-04-13,R_M002,6278,6320,55556
2023-04-14,R_M002,4507,6149,53914
2023-04-15,R_M002,5558,6268,53204
2023-04-16,R_M002,5882,7344,51742
2023-04-17,R_M002,7272,6575,52439
2023-04-18,R_M002,6752,6906,52285
2023-04-19,R_M002,5568,5865,51988
2023-04-20,R_M002,5745,5780,51953
2023-04-21,R_M002,5848,5488,52313
2023-04-22,R_M002,6385,6024,52674
2023-04-23,R_M002,5431,5232,52873
2023-04-24,R_M002,4833,5181,52525
2023-04-25,R_M002,6022,5606,52941
2023-04-26,R_M002,6359,6672,52628
2023-04-27,R_M002,6096,5422,53302
2023-04-28,R_M002,6003,7207,52098
2023-04-29,R_M002,5609,6312,51395
2023-04-30,R_M002,6291,6360,51326
2023-05-01,R_M002,7417,7297,51446
2023-05-02,R_M002,6112,6393,51165
2023-05-03,R_M002,7529,7484,51210
2023-05-04,R_M002,7957,6955,52212
2023-05-05,R_M002,6684,7017,51879
2023-05-06,R_M002,7757,7666,51970
2023-05-07,R_M002,7418,8023,51365
2023-05-08,R_M002,6824,7582,50607
2023-05-09,R_M002,7590,6612,51585
2023-05-10,R_M002,6785,6408,51962
2023-05-11,R_M002,7127,5855,53234
2023-05-12,R_M002,8440,7280,54394
2023-05-13,R_M002,8007,7329,55072
2023-05-14,R_M002,7702,5326,57448
2023-05-15,R_M002,7190,5131,59507
2023-05-16,R_M002,7693,8802,58398
2023-05-17,R_M002,6127,7572,56953
2023-05-18,R_M002,7409,6353,58009
2023-05-19,R_M002,7660,6895,58774
2023-05-20,R_M002,7736,6683,59827
2023-05-21,R_M002,7592,7035,60384
2023-05-22,R_M002,8002,7152,61234
2023-05-23,R_M002,7115,7426,60923
2023-05-24,R_M002,8044,6660,62307
2023-05-25,R_M002,6616,7674,61249
2023-05-26,R_M002,7613,5715,63147
2023-05-27,R_M002,6951,7500,62598
2023-05-28,R_M002,7597,6005,64190
2023-05-29,R_M002,7198,5881,65507
2023-05-30,R_M002,6428,7676,64259
2023-05-31,R_M002,7925,7416,64768
2023-06-01,R_M002,11946,14550,62164
2023-06-02,R_M002,13041,10541,64664
2023-06-03,R_M002,13700,14343,64021
2023-06-04,R_M002,12734,15150,61605
2023-06-05,R_M002,11780,10297,63088
2023-06-06,R_M002,12066,13827,61327
2023-06-07,R_M002,13595,13357,61565
2023-06-08,R_M002,12933,13441,61057
2023-06-09,R_M002,12607,13918,59746
2023-06-10,R_M002,13330,12812,60264
2023-06-11,R_M002,11730,11750,60244
2023-06-12,R_M002,15172,14151,61265
2023-06-13,R_M002,12406,14480,59191
2023-06-14,R_M002,13853,11088,61956
2023-06-15,R_M002,12351,12925,61382
2023-06-16,R_M002,12519,10702,63199
2023-06-17,R_M002,11559,16367,58391
2023-06-18,R_M002,12582,15500,55473
2023-06-19,R_M002,14362,13901,55934
2023-06-20,R_M002,14676,13995,56615
2023-06-21,R_M002,13295,12408,57502
2023-06-22,R_M002,9946,14912,52536
2023-06-23,R_M002,14346,13665,53217
2023-06-24,R_M002,12271,11816,53672
2023-06-25,R_M002,13550,14859,52363
2023-06-26,R_M002,12457,13735,51085
2023-06-27,R_M002,13370,11282,53173
2023-06-28,R_M002,12595,13131,52637
2023-06-29,R_M002,13675,13689,52623
2023-06-30,R_M002,12947,13155,52415
2023-07-01,R_M002,18856,17193,54078
2023-07-02,R_M002,17764,22410,49432
2023-07-03,R_M002,19549,15962,53019
2023-07-04,R_M002,18175,15115,56079
2023-07-05,R_M002,18417,16336,58160
2023-07-06,R_M002,14462,15878,56744
2023-07-07,R_M002,18487,17380,57851
2023-07-08,R_M002,17156,17854,57153
2023-07-09,R_M002,19369,17500,59022
2023-07-10,R_M002,19037,17873,60186
2023-07-11,R_M002,14271,19049,55408
2023-07-12,R_M002,17398,21246,51560
2023-07-13,R_M002,18202,18385,51377
2023-07-14,R_M002,18201,16957,52621
2023-07-15,R_M002,21670,17788,56503
2023-07-16,R_M002,14192,16816,53879
2023-07-17,R_M002,18402,16231,56050
2023-07-18,R_M002,20111,18518,57643
2023-07-19,R_M002,15780,18742,54681
2023-07-20,R_M002,16338,18517,52502
2023-07-21,R_M002,19209,17550,54161
2023-07-22,R_M002,18228,20536,51853
2023-07-23,R_M002,17194,16479,52568
2023-07-24,R_M002,16348,20189,48727
2023-07-25,R_M002,14749,15857,47619
2023-07-26,R_M002,20158,16747,51030
2023-07-27,R_M002,19828,18700,52158
2023-07-28,R_M002,18359,21265,49252
2023-07-29,R_M002,19016,17691,50577
2023-07-30,R_M002,18240,15898,52919
2023-07-31,R_M002,18533,17846,53606
2023-08-01,R_M002,9225,8956,53875
2023-08-02,R_M002,9740,12073,51542
2023-08-03,R_M002,10343,8693,53192
2023-08-04,R_M002,9304,9865,52631
2023-08-05,R_M002,9511,11202,50940
2023-08-06,R_M002,9949,10020,50869
2023-08-07,R_M002,9839,11440,49268
2023-08-08,R_M002,9890,12359,46799
2023-08-09,R_M002,9724,9829,46694
2023-08-10,R_M002,10059,11053,45700
2023-08-11,R_M002,11905,11093,46512
2023-08-12,R_M002,11602,9248,48866
2023-08-13,R_M002,9117,10547,47436
2023-08-14,R_M002,9587,9629,47394
2023-08-15,R_M002,8485,11340,44539
2023-08-16,R_M002,10307,9009,45837
2023-08-17,R_M002,9796,8947,46686
2023-08-18,R_M002,8817,8004,47499
2023-08-19,R_M002,9388,10542,46345
2023-08-20,R_M002,8441,8731,46055
2023-08-21,R_M002,9874,10994,44935
2023-08-22,R_M002,11780,11196,45519
2023-08-23,R_M002,9143,10111,44551
2023-08-24,R_M002,8776,11308,42019
2023-08-25,R_M002,9652,12105,39566
2023-08-26,R_M002,10594,9545,40615
2023-08-27,R_M002,9189,9790,40014
2023-08-28,R_M002,9063,9817,39260
2023-08-29,R_M002,11005,9438,40827
2023-08-30,R_M002,9023,11680,38170
2023-08-31,R_M002,9515,11341,36344
2023-09-01,R_M002,7412,7492,36264
2023-09-02,R_M002,7516,8580,35200
2023-09-03,R_M002,7926,8134,34992
2023-09-04,R_M002,8904,9958,33938
2023-09-05,R_M002,8552,7419,35071
2023-09-06,R_M002,8820,8498,35393
2023-09-07,R_M002,8735,9542,34586
2023-09-08,R_M002,7164,8286,33464
2023-09-09,R_M002,7717,8774,32407
2023-09-10,R_M002,7278,7567,32118
2023-09-11,R_M002,6950,7796,31272
2023-09-12,R_M002,10033,7145,34160
2023-09-13,R_M002,8886,7881,35165
2023-09-14,R_M002,7365,7163,35367
2023-09-15,R_M002,9248,8417,36198
2023-09-16,R_M002,8507,8178,36527
2023-09-17,R_M002,8273,8441,36359
2023-09-18,R_M002,9325,7720,37964
2023-09-19,R_M002,6997,8723,36238
2023-09-20,R_M002,7483,8580,35141
2023-09-21,R_M002,7616,6895,35862
2023-09-22,R_M002,7921,7429,36354
2023-09-23,R_M002,8556,8014,36896
2023-09-24,R_M002,8455,8761,36590
2023-09-25,R_M002,8965,8325,37230
2023-09-26,R_M002,7259,9440,35049
2023-09-27,R_M002,7806,8310,34545
2023-09-28,R_M002,8887,9090,34342
2023-09-29,R_M002,7837,7166,35013
2023-09-30,R_M002,6930,7513,34430
2023-10-01,R_M002,7926,8235,34121
2023-10-02,R_M002,7609,7590,34140
2023-10-03,R_M002,7330,8194,33276
2023-10-04,R_M002,5839,8552,30563
2023-10-05,R_M002,6156,7740,28979
2023-10-06,R_M002,6084,6597,28466
2023-10-07,R_M002,7676,6779,29363
2023-10-08,R_M002,6914,7488,28789
2023-10-09,R_M002,6739,5876,29652
2023-10-10,R_M002,8214,7404,30462
2023-10-11,R_M002,5930,7235,29157
2023-10-12,R_M002,6347,7176,28328
2023-10-13,R_M002,5699,8181,25846
2023-10-14,R_M002,7109,7059,25896
2023-10-15,R_M002,5348,6631,24613
2023-10-16,R_M002,6725,7272,24066
2023-10-17,R_M002,6625,7180,23511
2023-10-18,R_M002,6892,6194,24209
2023-10-19,R_M002,6485,6752,23942
2023-10-20,R_M002,7672,6962,24652
2023-10-21,R_M002,7854,6536,25970
2023-10-22,R_M002,7121,7658,25433
2023-10-23,R_M002,7171,6892,25712
2023-10-24,R_M002,7307,7513,25506
2023-10-25,R_M002,6923,6651,25778
2023-10-26,R_M002,7778,6780,26776
2023-10-27,R_M002,6532,8222,25086
2023-10-28,R_M002,6007,6738,24355
2023-10-29,R_M002,6925,5871,25409
2023-10-30,R_M002,8098,7479,26028
2023-10-31,R_M002,6417,7569,24876
2023-11-01,R_M002,15922,19589,21209
2023-11-02,R_M002,18036,16186,23059
2023-11-03,R_M002,18516,17252,24323
2023-11-04,R_M002,15401,17487,22237
2023-11-05,R_M002,15980,17228,20989
2023-11-06,R_M002,16672,19197,18464
2023-11-07,R_M002,11518,20535,9447
2023-11-08,R_M002,15308,20420,4335
2023-11-09,R_M002,15723,13792,6266
2023-11-10,R_M002,16424,14752,7938
2023-11-11,R_M002,16344,16448,7834
2023-11-12,R_M002,17799,14904,10729
2023-11-13,R_M002,17474,15766,12437
2023-11-14,R_M002,18205,21231,9411
2023-11-15,R_M002,18231,18775,8867
2023-11-16,R_M002,15707,18272,6302
2023-11-17,R_M002,16125,14522,7905
2023-11-18,R_M002,16529,17326,7108
2023-11-19,R_M002,18472,20804,4776
2023-11-20,R_M002,17587,17249,5114
2023-11-21,R_M002,15102,15980,4236
2023-11-22,R_M002,17024,12846,8414
2023-11-23,R_M002,16209,17603,7020
2023-11-24,R_M002,14724,18492,3252
2023-11-25,R_M002,15827,17653,1426
2023-11-26,R_M002,12813,14000,239
2023-11-27,R_M002,16513,14732,2020
2023-11-28,R_M002,15449,14973,2496
2023-11-29,R_M002,18365,15991,4870
2023-11-30,R_M002,18386,12827,10429
2023-12-01,R_M002,16764,17215,9978
2023-12-02,R_M002,13607,16486,7099
2023-12-03,R_M002,16749,16276,7572
2023-12-04,R_M002,16196,16487,7281
2023-12-05,R_M002,14808,17808,4281
2023-12-06,R_M002,15432,16006,3707
2023-12-07,R_M002,15110,15584,3233
2023-12-08,R_M002,16901,16909,3225
2023-12-09,R_M002,19224,18231,4218
2023-12-10,R_M002,15251,13105,6364
2023-12-11,R_M002,18756,17796,7324
2023-12-12,R_M002,14808,13923,8209
2023-12-13,R_M002,17408,17406,8211
2023-12-14,R_M002,17958,15667,10502
2023-12-15,R_M002,16078,13763,12817
2023-12-16,R_M002,18362,16768,14411
2023-12-17,R_M002,16684,15696,15399
2023-12-18,R_M002,15099,18400,12098
2023-12-19,R_M002,16866,14662,14302
2023-12-20,R_M002,14305,15025,13582
2023-12-21,R_M002,15834,15509,13907
2023-12-22,R_M002,17605,19800,11712
2023-12-23,R_M002,16010,18083,9639
2023-12-24,R_M002,17234,17440,9433
2023-12-25,R_M002,14080,18903,4610
2023-12-26,R_M002,16370,16568,4412
2023-12-27,R_M002,17922,15762,6572
2023-12-28,R_M002,14973,12269,9276
2023-12-29,R_M002,19189,14957,13508
2023-12-30,R_M002,16078,13011,16575
2023-12-31,R_M002,14648,15741,15482
2023-01-01,R_M003,7918,8291,34984
2023-01-02,R_M003,8316,7363,35937
2023-01-03,R_M003,7820,8214,35543
2023-01-04,R_M003,7704,10047,33200
2023-01-05,R_M003,9487,8568,34119
2023-01-06,R_M003,8851,6965,36005
2023-01-07,R_M003,7848,7692,36161
2023-01-08,R_M003,8503,7471,37193
2023-01-09,R_M003,9581,8723,38051
2023-01-10,R_M003,6712,7082,37681
2023-01-11,R_M003,7336,8172,36845
2023-01-12,R_M003,9023,10036,35832
2023-01-13,R_M003,7835,8199,35468
2023-01-14,R_M003,8228,7636,36060
2023-01-15,R_M003,7979,8104,35935
2023-01-16,R_M003,7448,5976,37407
2023-01-17,R_M003,8443,7905,37945
2023-01-18,R_M003,8330,7432,38843
2023-01-19,R_M003,8617,8823,38637
2023-01-20,R_M003,7803,8922,37518
2023-01-21,R_M003,9914,6235,41197
2023-01-22,R_M003,7321,8205,40313
2023-01-23,R_M003,8665,8656,40322
2023-01-24,R_M003,9278,7228,42372
2023-01-25,R_M003,8819,7937,43254
2023-01-26,R_M003,8540,7774,44020
2023-01-27,R_M003,6356,8167,42209
2023-01-28,R_M003,8102,7628,42683
2023-01-29,R_M003,6598,8901,40380
2023-01-30,R_M003,8583,9421,39542
2023-01-31,R_M003,9769,8470,40841
2023-02-01,R_M003,6629,6269,41201
2023-02-02,R_M003,6079,5933,41347
2023-02-03,R_M003,5152,6510,39989
2023-02-04,R_M003,6521,6358,40152
2023-02-05,R_M003,6305,7064,39393
2023-02-06,R_M003,6684,6595,39482
2023-02-07,R_M003,4980,5944,38518
2023-02-08,R_M003,5837,5745,38610
2023-02-09,R_M003,6293,6847,38056
2023-02-10,R_M003,5024,6058,37022
2023-02-11,R_M003,5632,7041,35613
2023-02-12,R_M003,5663,5883,35393
2023-02-13,R_M003,4456,6946,32903
2023-02-14,R_M003,6909,6709,33103
2023-02-15,R_M003,7128,4897,35334
2023-02-16,R_M003,6049,5968,35415
2023-02-17,R_M003,6382,6463,35334
2023-02-18,R_M003,5640,5032,35942
2023-02-19,R_M003,6033,6288,35687
2023-02-20,R_M003,7172,5905,36954
2023-02-21,R_M003,6049,6031,36972
2023-02-22,R_M003,6902,6048,37826
2023-02-23,R_M003,5152,6115,36863
2023-02-24,R_M003,6847,5945,37765
2023-02-25,R_M003,5660,6541,36884
2023-02-26,R_M003,6771,5755,37900
2023-02-27,R_M003,5729,6689,36940
2023-02-28,R_M003,6803,6077,37666
2023-03-01,R_M003,3464,2630,38500
2023-03-02,R_M003,3093,3211,38382
2023-03-03,R_M003,3083,3132,38333
2023-03-04,R_M003,3278,3069,38542
2023-03-05,R_M003,2869,2533,38878
2023-03-06,R_M003,2805,3229,38454
2023-03-07,R_M003,2636,2826,38264
2023-03-08,R_M003,3547,3420,38391
2023-03-09,R_M003,2642,2868,38165
2023-03-10,R_M003,3102,3192,38075
2023-03-11,R_M003,2605,2829,37851
2023-03-12,R_M003,3554,2789,38616
2023-03-13,R_M003,3144,3175,38585
2023-03-14,R_M003,3200,3099,38686
2023-03-15,R_M003,3174,3051,38809
2023-03-16,R_M003,3327,3262,38874
2023-03-17,R_M003,2676,3447,38103
2023-03-18,R_M003,2629,3542,37190
2023-03-19,R_M003,3811,3040,37961
2023-03-20,R_M003,3217,2953,38225
2023-03-21,R_M003,3144,3249,38120
2023-03-22,R_M003,3085,3229,37976
2023-03-23,R_M003,2854,2772,38058
2023-03-24,R_M003,3632,2786,38904
2023-03-25,R_M003,3362,2812,39454
2023-03-26,R_M003,3111,3012,39553
2023-03-27,R_M003,3573,2706,40420
2023-03-28,R_M003,3055,3546,39929
2023-03-29,R_M003,3011,3035,39905
2023-03-30,R_M003,3214,3157,39962
2023-03-31,R_M003,3142,2655,40449
2023-04-01,R_M003,1790,1926,40313
2023-04-02,R_M003,2177,1643,40847
2023-04-03,R_M003,1678,2056,40469
2023-04-04,R_M003,2117,1877,40709
2023-04-05,R_M003,2242,1951,41000
2023-04-06,R_M003,2502,2299,41203
2023-04-07,R_M003,2343,1850,41696
2023-04-08,R_M003,2145,1933,41908
2023-04-09,R_M003,2073,2164,41817
2023-04-10,R_M003,1702,2156,41363
2023-04-11,R_M003,2447,2151,41659
2023-04-12,R_M003,1905,1856,41708
2023-04-13,R_M003,2143,2226,41625
2023-04-14,R_M003,2249,2290,41584
2023-04-15,R_M003,2063,1887,41760
2023-04-16,R_M003,2019,2408,41371
2023-04-17,R_M003,2502,2197,41676
2023-04-18,R_M003,1700,1776,41600
2023-04-19,R_M003,2500,2008,42092
2023-04-20,R_M003,1995,1952,42135
2023-04-21,R_M003,1874,2296,41713
2023-04-22,R_M003,2352,2285,41780
2023-04-23,R_M003,2165,2044,41901
2023-04-24,R_M003,1904,2067,41738
2023-04-25,R_M003,1883,2364,41257
2023-04-26,R_M003,2267,1890,41634
2023-04-27,R_M003,2348,2155,41827
2023-04-28,R_M003,2561,2087,42301
2023-04-29,R_M003,2324,1968,42657
2023-04-30,R_M003,2159,1999,42817
2023-05-01,R_M003,3036,3029,42824
2023-05-02,R_M003,3393,2674,43543
2023-05-03,R_M003,3055,3097,43501
2023-05-04,R_M003,2736,2940,43297
2023-05-05,R_M003,2592,3350,42539
2023-05-06,R_M003,2850,2734,42655
2023-05-07,R_M003,2243,2947,41951
2023-05-08,R_M003,2941,2774,42118
2023-05-09,R_M003,2877,2862,42133
2023-05-10,R_M003,2879,2788,42224
2023-05-11,R_M003,3133,3000,42357
2023-05-12,R_M003,3129,2846,42640
2023-05-13,R_M003,3392,3058,42974
2023-05-14,R_M003,3174,3804,42344
2023-05-15,R_M003,3122,3244,42222
2023-05-16,R_M003,3058,3227,42053
2023-05-17,R_M003,3779,2859,42973
2023-05-18,R_M003,3509,3072,43410
2023-05-19,R_M003,2884,3458,42836
2023-05-20,R_M003,3475,3187,43124
2023-05-21,R_M003,3119,3693,42550
2023-05-22,R_M003,2897,3734,41713
2023-05-23,R_M003,2596,3264,41045
2023-05-24,R_M003,3608,2988,41665
2023-05-25,R_M003,3255,2559,42361
2023-05-26,R_M003,2775,3231,41905
2023-05-27,R_M003,2997,3209,41693
2023-05-28,R_M003,2993,3384,41302
2023-05-29,R_M003,3710,3266,41746
2023-05-30,R_M003,2506,3157,41095
2023-05-31,R_M003,2656,3149,40602
2023-06-01,R_M003,7819,8156,40265
2023-06-02,R_M003,8690,9580,39375
2023-06-03,R_M003,9041,8547,39869
2023-06-04,R_M003,8689,9668,38890
2023-06-05,R_M003,10599,7572,41917
2023-06-06,R_M003,9422,8494,42845
2023-06-07,R_M003,10149,8135,44859
2023-06-08,R_M003,10544,7074,48329
2023-06-09,R_M003,8881,8418,48792
2023-06-10,R_M003,11204,10255,49741
2023-06-11,R_M003,9059,10008,48792
2023-06-12,R_M003,10356,11183,47965
2023-06-13,R_M003,7677,9018,46624
2023-06-14,R_M003,8113,9064,45673
2023-06-15,R_M003,9110,10600,44183
2023-06-16,R_M003,8695,10483,42395
2023-06-17,R_M003,11216,9332,44279
2023-06-18,R_M003,10039,9930,44388
2023-06-19,R_M003,9684,9304,44768
2023-06-20,R_M003,9913,8005,46676
2023-06-21,R_M003,9225,7596,48305
2023-06-22,R_M003,10085,8813,49577
2023-06-23,R_M003,8627,8609,49595
2023-06-24,R_M003,8714,10411,47898
2023-06-25,R_M003,9249,9440,47707
2023-06-26,R_M003,7861,8875,46693
2023-06-27,R_M003,8580,11027,44246
2023-06-28,R_M003,9670,9829,44087
2023-06-29,R_M003,8257,8196,44148
2023-06-30,R_M003,8017,9621,42544
2023-07-01,R_M003,14627,14255,42916
2023-07-02,R_M003,18159,16561,44514
2023-07-03,R_M003,15010,16851,42673
2023-07-04,R_M003,16294,17392,41575
2023-07-05,R_M003,16567,14673,43469
2023-07-06,R_M003,17288,16405,44352
2023-07-07,R_M003,17384,13950,47786
2023-07-08,R_M003,18170,16555,49401
2023-07-09,R_M003,14991,13726,50666
